Plant line,Date,Time,Digital biomass,Greenness,Plant height,Hue,Leaf angle,Leaf area,Leaf area index,Projected leaf area,Leaf inclination,Light penetration depth,NDVI,NPCI,PSRI
10-07-01 AM,2019_7_2,12-28-23 PM,22499100,0.38488,552.097,102.167,58.208,40752.1,0.255,33820.5,1.1765,116.661,0.62382,0.25931,0.08817
10-07-01 AM,2019_7_3,11-56-11 AM,19351000,0.37056,583.151,99.8421,54.435,33183.5,0.207,26509.8,1.2293,152.628,0.59367,0.2914,0.09975
10-09-01 AM,2019_6_8,11-43-43 AM,1495510,0.34979,149.165,105.091,64.693,10025.9,0.063,9067.13,1.10615,15.68,0.63204,0.20865,0.07238
10-09-01 AM,2019_6_9,11-43-47 AM,2179690,0.33968,169.896,106.714,53.357,12829.6,0.08,10299,1.24628,26.173,0.63492,0.19342,0.06564
10-09-01 AM,2019_6_10,11-43-51 AM,2569520,0.36655,178.272,103.969,64.027,14413.5,0.09,12954.3,1.11234,22.684,0.65268,0.22959,0.07149
10-09-01 AM,2019_6_11,11-43-55 AM,3090250,0.32973,198.353,106.066,64.603,15579.5,0.097,14073.9,1.10697,31.551,0.64769,0.18553,0.06044
10-09-01 AM,2019_6_12,11-43-58 AM,3290100,0.35841,205.86,104.378,61.038,15982.2,0.1,13979.3,1.14293,39.686,0.6707,0.23215,0.06571
10-09-01 AM,2019_6_13,11-44-02 AM,3674240,0.32758,224.417,106.705,63.61,16372.4,0.102,14654.8,1.11633,60.927,0.64555,0.17852,0.05981
10-09-01 AM,2019_6_14,11-44-06 AM,4192100,0.33888,256,105.023,65.225,16375.4,0.102,14871.3,1.10136,38.997,0.64644,0.19516,0.06508
10-09-01 AM,2019_6_15,11-44-09 AM,4907040,0.33549,280.282,104.138,55.633,17507.5,0.109,14451.7,1.21146,62.103,0.63337,0.21248,0.07415
10-09-01 AM,2019_6_16,11-44-14 AM,5611840,0.33172,284.722,104.374,52.716,19709.9,0.123,15692.3,1.25683,106.617,0.6359,0.21037,0.06965
10-09-01 AM,2019_6_17,11-44-17 AM,7371570,0.33304,327.743,104.233,51.693,22491.9,0.141,17588.2,1.27436,123.389,0.64152,0.21507,0.06943
10-09-01 AM,2019_6_18,11-44-21 AM,8902350,0.33619,349.906,104.212,50.969,25442.1,0.159,19655.5,1.2873,149.657,0.63951,0.2219,0.07319
10-09-01 AM,2019_6_19,11-52-15 AM,12605900,0.34345,364.9,103.566,60.623,34546.1,0.216,30022.5,1.14756,175.609,0.62237,0.2175,0.0793
10-09-01 AM,2019_6_20,11-52-19 AM,14692900,0.37044,390.62,103.352,59.256,37614.4,0.235,32266.9,1.16351,218.626,0.64193,0.23429,0.07666
10-09-01 AM,2019_6_21,11-52-23 AM,15035100,0.35019,404.174,104.053,60.359,37199.5,0.232,32175.1,1.15055,207.882,0.63115,0.2117,0.07241
10-09-01 AM,2019_6_22,11-52-27 AM,18344100,0.3554,457.157,105.035,63.355,40126.6,0.251,35832.3,1.11881,215.079,0.63075,0.19551,0.06846
10-09-01 AM,2019_6_23,11-52-31 AM,21797700,0.36689,495.046,104.431,63.921,44031.6,0.275,39295.7,1.11335,131.965,0.62759,0.20384,0.07363
10-09-01 AM,2019_6_24,10-50-58 AM,22275300,0.41017,489.615,102.334,50.404,45495.5,0.284,34703.4,1.29773,194.915,0.66616,0.28911,0.08185
10-09-01 AM,2019_6_25,10-50-17 AM,34747600,0.36483,545.776,104.892,61.469,63666.4,0.398,55510.6,1.13822,182.527,0.62866,0.19566,0.06968
10-09-01 AM,2019_6_26,10-50-21 AM,41075500,0.36103,598.033,103.55,62.91,68684.4,0.429,59902.7,1.12322,223.089,0.6219,0.20731,0.07593
10-09-01 AM,2019_6_27,12-28-26 PM,47793400,0.36357,608.505,103.965,61.716,78542.4,0.491,67335,1.13557,247.888,0.6405,0.20084,0.06906
10-09-01 AM,2019_6_28,12-28-08 PM,42728500,0.36925,563.94,103.427,59.222,75767.9,0.474,64684,1.16392,223.065,0.64985,0.21953,0.07095
10-09-01 AM,2019_6_29,12-28-12 PM,43975600,0.35926,602.169,105.689,61.249,73028.7,0.456,62389,1.14061,227.77,0.64977,0.18616,0.06016
10-09-01 AM,2019_6_30,12-28-15 PM,34676800,0.36878,580.54,103.671,57.781,59732,0.373,50201.5,1.182,200.032,0.65175,0.21557,0.06867
10-09-01 AM,2019_7_1,12-28-20 PM,42528000,0.36616,593.181,103.932,60.931,71694.8,0.448,62126.8,1.14411,215.323,0.65624,0.21399,0.06648
10-09-01 AM,2019_7_2,12-28-23 PM,36472200,0.36747,590.93,103.685,56.164,61719.9,0.386,50943.2,1.20389,181.058,0.65028,0.21798,0.06915
10-09-01 AM,2019_7_3,11-56-11 AM,41158900,0.38191,601.122,101.566,57.427,68470.2,0.428,56722.8,1.18665,196.042,0.63523,0.2526,0.08693
10-10-01 AM,2019_6_8,11-43-43 AM,1497090,0.3559,172.837,106.74,58.207,8661.85,0.054,7360.8,1.17652,49.059,0.64323,0.1986,0.06277
10-10-01 AM,2019_6_9,11-43-47 AM,1838010,0.3277,188.06,109.435,52.259,9773.51,0.061,7736.58,1.26455,77.262,0.64396,0.16492,0.05124
10-10-01 AM,2019_6_10,11-43-51 AM,1990340,0.3673,196.431,105.165,59.951,10132.5,0.063,8763.19,1.15526,29.695,0.67058,0.21856,0.06229
10-10-01 AM,2019_6_11,11-43-55 AM,2575350,0.32503,208.847,107.925,60.771,12331.2,0.077,10764.5,1.1459,33.32,0.65335,0.16416,0.05075
10-10-01 AM,2019_6_12,11-43-58 AM,3098340,0.35528,224.413,105.695,57.73,13806.4,0.086,11661.6,1.18266,63.961,0.66295,0.20522,0.06101
10-10-01 AM,2019_6_13,11-44-02 AM,3649940,0.32923,239.378,108.903,60.878,15247.6,0.095,13296.6,1.14469,47.613,0.65804,0.15902,0.04889
10-10-01 AM,2019_6_14,11-44-06 AM,5351170,0.33494,292.559,106.622,61.442,18290.9,0.114,16088,1.13851,97.744,0.65732,0.18377,0.05772
10-10-01 AM,2019_6_15,11-44-09 AM,5553630,0.31628,301.939,107.188,46.454,18393.2,0.115,13323.3,1.37961,151.143,0.64354,0.17522,0.05789
10-10-01 AM,2019_6_16,11-44-14 AM,5375860,0.31344,300.044,106.649,46.867,17916.9,0.112,13043.6,1.37027,111.683,0.63782,0.17819,0.05907
10-10-01 AM,2019_6_17,11-44-17 AM,5941360,0.31531,308.999,105.804,46.58,19227.8,0.12,13895.2,1.37675,135.406,0.63645,0.18989,0.06335
10-10-01 AM,2019_6_18,11-44-21 AM,7791780,0.31458,363.011,106.144,47.263,21464.3,0.134,15612.6,1.36149,187.707,0.6307,0.18535,0.0643
10-10-01 AM,2019_6_19,11-52-15 AM,11764700,0.32303,372.796,105.966,50.909,31558.1,0.197,24363.2,1.28839,288.495,0.63787,0.18668,0.06189
10-10-01 AM,2019_6_20,11-52-19 AM,17032000,0.35062,431.671,105.428,58.477,39456,0.247,32977.1,1.1731,347.537,0.65758,0.20047,0.06105
10-10-01 AM,2019_6_21,11-52-23 AM,20663000,0.33222,470.035,106.75,60.964,43960.5,0.275,37440.7,1.14375,357.549,0.64391,0.17765,0.06095
10-10-01 AM,2019_6_22,11-52-27 AM,25129500,0.33451,490.275,106.81,63.082,51255.9,0.32,44745.1,1.1215,320.808,0.64308,0.16895,0.05637
10-10-01 AM,2019_6_23,11-52-31 AM,31597400,0.3502,547.914,106.083,64.137,57668.5,0.36,50689,1.1113,352.696,0.65537,0.17956,0.05777
10-10-01 AM,2019_6_24,10-50-58 AM,32606200,0.36413,551.909,104.464,60.281,59079,0.369,49277.8,1.15145,284.211,0.65967,0.20948,0.06384
10-10-01 AM,2019_6_25,10-50-17 AM,36359200,0.34778,568.364,106.338,57.797,63971.7,0.4,52713.5,1.1818,378.212,0.64816,0.18116,0.05812
10-10-01 AM,2019_6_26,10-50-21 AM,42437000,0.35735,585.461,105.964,58.581,72484.9,0.453,58952.3,1.1718,394.69,0.65398,0.19042,0.05969
10-10-01 AM,2019_6_27,12-28-26 PM,36070200,0.35472,502.651,105.184,59.131,71759.9,0.448,60997.2,1.16503,363.801,0.66441,0.20002,0.06026
10-10-01 AM,2019_6_28,12-28-08 PM,40672000,0.36665,475.606,104.486,54.128,85516.2,0.534,68514.7,1.23405,252.934,0.66295,0.21354,0.06457
10-10-01 AM,2019_6_29,12-28-12 PM,42635200,0.35031,480.484,105.874,56.075,88733.9,0.555,72517.4,1.20515,201.889,0.65535,0.18801,0.05915
10-10-01 AM,2019_6_30,12-28-15 PM,40446500,0.36479,479.016,104.181,51.545,84436.5,0.528,65528.7,1.27696,176.535,0.65979,0.21349,0.06587
10-10-01 AM,2019_7_1,12-28-20 PM,38939900,0.37216,493.384,103.85,51.78,78924.1,0.493,61166.7,1.27283,172.689,0.65703,0.22234,0.06948
10-10-01 AM,2019_7_2,12-28-23 PM,30376000,0.35229,481.578,103.818,44.087,63075.9,0.394,43501,1.43727,157.615,0.64109,0.2136,0.06991
10-10-01 AM,2019_7_3,11-56-11 AM,35656900,0.38439,507.386,103.086,55.987,70275.8,0.439,56802.2,1.20639,136.845,0.65417,0.23428,0.07453
10-12-01 AM,2019_6_8,11-43-43 AM,1248840,0.34796,162.244,107.704,58.562,7697.29,0.048,6576.35,1.17205,44.959,0.65029,0.1853,0.05784
10-12-01 AM,2019_6_9,11-43-47 AM,1758390,0.32584,189.819,109.053,52.694,9263.52,0.058,7348.28,1.2572,71.137,0.64672,0.16892,0.05365
10-12-01 AM,2019_6_10,11-43-51 AM,2041660,0.34871,180.021,105.64,59.688,11341.2,0.071,9785.58,1.15835,33.313,0.66745,0.21267,0.06158
10-12-01 AM,2019_6_11,11-43-55 AM,2301360,0.32808,187.345,108.617,58.235,12284,0.077,10454.3,1.17617,31.669,0.6679,0.17773,0.05023
10-12-01 AM,2019_6_12,11-43-58 AM,2745220,0.34045,186.129,105.723,63.467,14749,0.092,13204.2,1.11772,26.337,0.66275,0.20278,0.06145
10-12-01 AM,2019_6_13,11-44-02 AM,3576800,0.33162,209.165,109.023,63.487,17100.3,0.107,15299.8,1.11752,38.605,0.66385,0.16751,0.05178
10-12-01 AM,2019_6_14,11-44-06 AM,4425420,0.33674,220.503,106.379,64.029,20069.7,0.125,18034.9,1.11232,41.742,0.65328,0.19047,0.06054
10-12-01 AM,2019_6_15,11-44-09 AM,4680160,0.3309,244.712,107.381,40.093,19125.2,0.12,12334.8,1.55268,68.616,0.64809,0.19321,0.05862
10-12-01 AM,2019_6_16,11-44-14 AM,5134150,0.33211,244.36,107.459,43.786,21010.6,0.131,14546.7,1.44512,78.748,0.65123,0.18951,0.05703
10-12-01 AM,2019_6_17,11-44-17 AM,5884620,0.33182,251.415,108.412,46.692,23406,0.146,17015,1.3742,88.343,0.66143,0.18019,0.052
10-12-01 AM,2019_6_18,11-44-21 AM,7099210,0.33732,266.807,107.778,48.956,26608.1,0.166,20091.4,1.32587,109.865,0.66205,0.1903,0.05557
10-12-01 AM,2019_6_19,11-52-15 AM,10416700,0.34017,301.142,106.817,57.579,34590.5,0.216,29228.2,1.18464,155.414,0.65871,0.19608,0.05859
10-12-01 AM,2019_6_20,11-52-19 AM,12854900,0.3492,331.238,105.268,59.996,38808.7,0.243,33599.6,1.15474,192.31,0.65367,0.20942,0.06446
10-12-01 AM,2019_6_21,11-52-23 AM,12472500,0.34393,353.63,106.188,60.514,35269.8,0.22,30653.5,1.14879,226.47,0.64188,0.19896,0.06484
10-12-01 AM,2019_6_22,11-52-27 AM,17265600,0.35086,383.774,105.393,62.656,44988.9,0.281,39947.9,1.12578,203.552,0.63125,0.20397,0.06996
10-12-01 AM,2019_6_23,11-52-31 AM,23019200,0.35954,409.1,105.319,63.119,56268,0.352,49825.4,1.12114,226.113,0.63357,0.19901,0.06782
10-12-01 AM,2019_6_24,10-50-58 AM,23568300,0.38679,438.914,104.356,58.323,53696.9,0.336,45250.8,1.17505,281.499,0.64355,0.24176,0.07683
10-12-01 AM,2019_6_25,10-50-17 AM,32222600,0.36796,474.457,105.46,61.927,67914.8,0.424,58769.6,1.13333,240.529,0.63553,0.2025,0.06873
10-12-01 AM,2019_6_26,10-50-21 AM,30963800,0.37366,486.171,104.61,61.018,63689.1,0.398,54921.1,1.14315,124.623,0.6299,0.21099,0.0735
10-12-01 AM,2019_6_27,12-28-26 PM,43316300,0.37946,548.487,104.462,58.552,78974.1,0.494,65753.5,1.17216,296.274,0.65003,0.22068,0.07054
10-12-01 AM,2019_6_28,12-28-08 PM,44281000,0.39761,596.782,103.844,57.217,74199.7,0.464,61177,1.18944,234.514,0.65517,0.24347,0.07536
10-12-01 AM,2019_6_29,12-28-12 PM,54101300,0.37657,618.326,103.451,61.831,87496.4,0.547,75803.8,1.13434,200.084,0.63285,0.22722,0.07835
10-12-01 AM,2019_6_30,12-28-15 PM,38452600,0.3944,619.825,102.115,51.808,62037.7,0.388,48074.2,1.27234,284.47,0.62353,0.27119,0.09296
10-12-01 AM,2019_7_1,12-28-20 PM,37391400,0.40413,595.143,101.984,52.307,62827.6,0.393,49415.1,1.26373,225.914,0.64777,0.27807,0.08875
10-12-01 AM,2019_7_2,12-28-23 PM,38926300,0.38954,618.072,102.469,49.344,62980.2,0.394,47178,1.31814,272.705,0.63715,0.2572,0.08514
10-12-01 AM,2019_7_3,11-56-11 AM,48541000,0.40115,626.281,102.675,59.486,77506.8,0.484,64763.6,1.16075,208.959,0.6369,0.2541,0.08668
10-13-01 AM,2019_6_8,11-43-43 AM,1533260,0.35246,176.062,105.103,63.441,8708.6,0.054,7791.66,1.11797,27.967,0.64564,0.21254,0.06718
10-13-01 AM,2019_6_9,11-43-47 AM,2015080,0.33602,186.612,106.793,63.852,10798.2,0.067,9634.45,1.114,37.625,0.6453,0.19194,0.06121
10-13-01 AM,2019_6_10,11-43-51 AM,2406840,0.3772,191.3,102.683,62.657,12581.5,0.079,11065.2,1.12578,24.425,0.66498,0.25917,0.07557
10-13-01 AM,2019_6_11,11-43-55 AM,3053520,0.3321,203.924,104.64,61.572,14973.8,0.094,13151.7,1.13711,55.172,0.64445,0.20674,0.06633
10-13-01 AM,2019_6_12,11-43-58 AM,3790700,0.37199,215.932,102.813,60.692,17555.1,0.11,15310.1,1.14678,33.709,0.66047,0.25787,0.07467
10-13-01 AM,2019_6_13,11-44-02 AM,4704350,0.33809,235.8,105.545,63.387,19950.6,0.125,17832.2,1.1185,62.306,0.64771,0.19912,0.06402
10-13-01 AM,2019_6_14,11-44-06 AM,5530910,0.33384,249.903,105.415,66.111,22132.2,0.138,20240.3,1.09369,69.139,0.64596,0.19287,0.06345
10-13-01 AM,2019_6_15,11-44-09 AM,6098880,0.3354,253.448,106.483,59.509,24063.6,0.15,20646,1.16048,109.591,0.63909,0.19489,0.06471
10-13-01 AM,2019_6_16,11-44-14 AM,8360020,0.33279,299.078,107.091,60.307,27952.6,0.175,24192.6,1.15115,152.32,0.63565,0.18428,0.06245
10-13-01 AM,2019_6_17,11-44-17 AM,10130400,0.33164,305.802,107.584,58.011,33127.3,0.207,28044.8,1.17902,171.206,0.64217,0.1862,0.05884
10-13-01 AM,2019_6_18,11-44-21 AM,12612600,0.3319,353.074,108.183,60.179,35722.2,0.223,30962.3,1.15261,228.177,0.64446,0.17185,0.05563
10-13-01 AM,2019_6_19,11-52-15 AM,16533600,0.34057,374.955,108.208,58.129,44094.8,0.276,37355.3,1.17751,260.627,0.64843,0.17581,0.05594
10-13-01 AM,2019_6_20,11-52-19 AM,21527300,0.35791,412.973,107.499,56.953,52127.6,0.326,43666.3,1.19299,287.233,0.66116,0.18957,0.056
10-13-01 AM,2019_6_21,11-52-23 AM,26010900,0.34089,454.66,108.501,57.872,57209.6,0.358,48183.9,1.18082,279.668,0.6478,0.17076,0.05294
10-13-01 AM,2019_6_22,11-52-27 AM,31023800,0.34333,481.878,107.539,62.242,64381,0.402,56694,1.13003,256.269,0.64208,0.16872,0.05498
10-13-01 AM,2019_6_23,11-52-31 AM,37789900,0.34691,537.106,106.346,65.425,70358.3,0.44,63164.8,1.0996,298.577,0.64352,0.17253,0.05773
10-13-01 AM,2019_6_24,10-50-58 AM,19636100,0.35524,293.435,102.706,53.216,66918.1,0.418,52540.6,1.24858,177.142,0.63293,0.25373,0.07759
10-13-01 AM,2019_6_25,10-50-17 AM,30903000,0.33874,370.251,106.55,61.505,83464.9,0.522,71454,1.13783,178.998,0.65566,0.1854,0.05739
10-13-01 AM,2019_6_26,10-50-21 AM,38488000,0.35046,407.758,105.506,61.613,94389.3,0.59,81445.2,1.13667,164.731,0.65306,0.19733,0.06206
10-13-01 AM,2019_6_27,12-28-26 PM,43789000,0.3614,451.782,104.719,63.88,96925,0.606,84865.7,1.11373,157.328,0.66102,0.20407,0.06333
10-13-01 AM,2019_6_28,12-28-08 PM,43024700,0.38107,493.217,105.258,50.429,87232.9,0.545,64204.5,1.29727,177.354,0.67446,0.21673,0.06142
10-13-01 AM,2019_6_29,12-28-12 PM,48063200,0.37429,533.552,105.25,61.502,90081.6,0.563,76643.2,1.13787,195.707,0.65745,0.20141,0.06485
10-13-01 AM,2019_6_30,12-28-15 PM,51553900,0.39091,542.776,104.854,53.85,94981.9,0.594,73711.2,1.2384,188.195,0.66401,0.22269,0.06862
10-13-01 AM,2019_7_1,12-28-20 PM,48008000,0.41412,568.335,105.174,49.376,84471.3,0.528,62822.5,1.3175,206.893,0.68222,0.23543,0.06718
10-13-01 AM,2019_7_2,12-28-23 PM,40551000,0.38777,539.592,105.938,48.848,75151.2,0.47,54668,1.32805,224.964,0.66591,0.2104,0.06414
10-13-01 AM,2019_7_3,11-56-11 AM,50571200,0.40018,596.642,106.386,59.491,84759.7,0.53,70093.5,1.16069,227.934,0.6723,0.2047,0.0621
10-14-01 AM,2019_6_8,11-43-43 AM,914340,0.33751,140.751,106.82,63.814,6496.14,0.041,5788.49,1.11437,34.146,0.62657,0.1826,0.06465
10-14-01 AM,2019_6_9,11-43-47 AM,1234300,0.3199,167.856,109.343,54.788,7353.36,0.046,6011.76,1.22394,59.731,0.63293,0.15829,0.05437
10-14-01 AM,2019_6_10,11-43-51 AM,1314550,0.34795,162.339,103.879,64.51,8097.55,0.051,7301.6,1.10783,22.933,0.65421,0.22186,0.06794
10-14-01 AM,2019_6_11,11-43-55 AM,1551650,0.31414,172.609,106.502,60.574,8989.39,0.056,7832.13,1.14811,17.478,0.6399,0.18331,0.0609
10-14-01 AM,2019_6_12,11-43-58 AM,1810290,0.34332,175.518,102.183,61.431,10314,0.064,9035.82,1.13863,27.89,0.64793,0.24609,0.07592
10-14-01 AM,2019_6_13,11-44-02 AM,2312250,0.32331,202.124,105.567,65.268,11439.8,0.071,10387.3,1.10098,44.473,0.63835,0.19564,0.0654
10-14-01 AM,2019_6_14,11-44-06 AM,2932980,0.33158,217.683,104.384,65.369,13473.6,0.084,12244.7,1.10009,50.44,0.63658,0.20324,0.06928
10-14-01 AM,2019_6_15,11-44-09 AM,3782800,0.3304,239.22,106.196,48.233,15813.1,0.099,11783.5,1.3407,87.866,0.64088,0.20072,0.067
10-14-01 AM,2019_6_16,11-44-14 AM,4855190,0.33043,261.77,106.243,50.512,18547.5,0.116,14300,1.29572,105.988,0.64241,0.19533,0.06456
10-14-01 AM,2019_6_17,11-44-17 AM,5426600,0.32645,262.23,106.405,50.92,20694,0.129,16021,1.28819,108.474,0.64292,0.19161,0.06889
10-14-01 AM,2019_6_18,11-44-21 AM,7306680,0.32766,279.946,106.105,51.178,26100.3,0.163,20332,1.28352,124.895,0.64105,0.19588,0.06482
10-14-01 AM,2019_6_19,11-52-15 AM,10283700,0.33444,304.52,106.36,57.319,33770.1,0.211,28401.7,1.18808,172.601,0.65044,0.19409,0.06238
10-14-01 AM,2019_6_20,11-52-19 AM,12370900,0.34012,324.318,104.847,61.932,38144.3,0.238,33625.5,1.13328,173.803,0.64693,0.19972,0.06507
10-14-01 AM,2019_6_21,11-52-23 AM,12955200,0.33494,353.038,106.563,60.144,36696.3,0.229,31777.1,1.15302,200.668,0.64374,0.18696,0.06117
10-14-01 AM,2019_6_22,11-52-27 AM,18959000,0.33604,391.717,106.149,62.306,48399.8,0.302,42176.5,1.12937,193.476,0.63656,0.18074,0.062
10-14-01 AM,2019_6_23,11-52-31 AM,22706300,0.35346,417.307,104.558,67.13,54411.5,0.34,49051.2,1.08531,117.975,0.63079,0.19482,0.06767
10-14-01 AM,2019_6_24,10-50-58 AM,26805300,0.39812,463.554,103.417,53.858,57825.6,0.361,46497.4,1.23828,239.427,0.64981,0.26504,0.08042
10-14-01 AM,2019_6_25,10-50-17 AM,29186600,0.35994,494.733,105.428,64.254,58994.7,0.369,52476,1.11021,202.726,0.63184,0.19116,0.06719
10-14-01 AM,2019_6_26,10-50-21 AM,42061500,0.36868,560.672,104.96,60.718,75019.7,0.469,65007.2,1.14649,247.371,0.63259,0.20232,0.07028
10-14-01 AM,2019_6_27,12-28-26 PM,49349900,0.36727,604.645,104.655,63.084,81618.1,0.51,72293.5,1.12148,230.208,0.64434,0.19716,0.06646
10-14-01 AM,2019_6_28,12-28-08 PM,43104800,0.38011,610.692,104.984,61.737,70583.6,0.441,61522.9,1.13534,178.429,0.66043,0.20047,0.06352
10-14-01 AM,2019_6_29,12-28-12 PM,38583100,0.34898,615.145,106.596,64.669,62722,0.392,56126.8,1.10637,200.304,0.6603,0.17498,0.04993
10-14-01 AM,2019_6_30,12-28-15 PM,19730000,0.3802,621.081,108.057,60.852,31767.2,0.199,27543.2,1.14499,154.569,0.67829,0.17321,0.04991
10-14-01 AM,2019_7_1,12-28-20 PM,24730000,0.37371,613.883,105.822,65.521,40284.6,0.252,36494.6,1.09875,134.447,0.66642,0.20216,0.06108
10-14-01 AM,2019_7_2,12-28-23 PM,23653800,0.37936,606.102,104.57,56.297,39026.1,0.244,31901.5,1.20202,168.63,0.66629,0.23353,0.06801
10-14-01 AM,2019_7_3,11-56-11 AM,21682100,0.38481,609.204,105.215,55.347,35590.9,0.222,28580.1,1.21563,235.041,0.6647,0.22645,0.06748
10-15-01 AM,2019_6_8,11-43-43 AM,1945740,0.3536,187.871,106.633,62.403,10356.8,0.065,9168.37,1.12837,22.81,0.64635,0.19457,0.06191
10-15-01 AM,2019_6_9,11-43-47 AM,2991760,0.34626,225.214,106.671,54.533,13284.1,0.083,10816.3,1.2278,55.306,0.6414,0.20359,0.06698
10-15-01 AM,2019_6_10,11-43-51 AM,3356100,0.37779,232.632,104.11,63.204,14426.6,0.09,12873.8,1.1203,70.013,0.65547,0.23595,0.07224
10-15-01 AM,2019_6_11,11-43-55 AM,4064080,0.34151,248.465,106.566,63.884,16356.8,0.102,14680.9,1.1137,84.851,0.64602,0.18575,0.06032
10-15-01 AM,2019_6_12,11-43-58 AM,5228270,0.3615,269.281,104.109,65.045,19415.7,0.121,17601.5,1.10297,86.412,0.65515,0.22095,0.06961
10-15-01 AM,2019_6_13,11-44-02 AM,6311820,0.33957,281.221,106.067,64.2,22444.3,0.14,20209.1,1.11071,86.603,0.64172,0.18726,0.06388
10-15-01 AM,2019_6_14,11-44-06 AM,7589810,0.34104,318.54,104.818,63.411,23826.9,0.149,21324.8,1.11826,88.521,0.64695,0.19794,0.06559
10-15-01 AM,2019_6_15,11-44-09 AM,8392160,0.33161,337.689,106.549,50.673,24851.7,0.155,19193.5,1.29273,141.191,0.6461,0.18671,0.06105
10-15-01 AM,2019_6_16,11-44-14 AM,8112290,0.33882,339.407,105.5,51.576,23901.4,0.149,18527.6,1.27641,105.798,0.65016,0.20096,0.06526
10-15-01 AM,2019_6_17,11-44-17 AM,10941900,0.33581,387.494,105.605,51.882,28237.7,0.176,22178.7,1.27105,185.545,0.64377,0.20018,0.06578
10-15-01 AM,2019_6_18,11-44-21 AM,13412400,0.34205,416.894,106.306,51.799,32172.2,0.201,25199.1,1.2725,186.191,0.64964,0.19545,0.06213
10-15-01 AM,2019_6_19,11-52-15 AM,19764600,0.35049,458.56,105.193,56.694,43101.4,0.269,35646.7,1.19652,224.759,0.64024,0.2061,0.07014
10-15-01 AM,2019_6_20,11-52-19 AM,21287800,0.36207,485.525,104.935,61.609,43845,0.274,37991.6,1.13671,239.364,0.64749,0.20128,0.06685
10-15-01 AM,2019_6_21,11-52-23 AM,27578200,0.3545,531.297,105.758,58.307,51907.4,0.324,43139.5,1.17525,305.199,0.64219,0.2031,0.06946
10-15-01 AM,2019_6_22,11-52-27 AM,31125800,0.34651,564.715,107.556,63.98,55117.7,0.344,48487.4,1.11279,316.125,0.64096,0.1629,0.05547
10-15-01 AM,2019_6_23,11-52-31 AM,37291000,0.36391,592.051,106.587,63.494,62986.1,0.394,55390.2,1.11745,334.876,0.65246,0.17883,0.05797
10-15-01 AM,2019_6_24,10-50-58 AM,36195700,0.39451,605.769,106.072,56.92,59751.6,0.373,49609.9,1.19343,342.901,0.67944,0.21319,0.05969
10-15-01 AM,2019_6_25,10-50-17 AM,31299800,0.36303,580.48,108.253,59.404,53920.6,0.337,46145,1.16173,315.331,0.66754,0.1694,0.05207
10-15-01 AM,2019_6_26,10-50-21 AM,20344400,0.33658,588.496,109.88,62.015,34570.2,0.216,30399.5,1.1324,317.159,0.67081,0.1456,0.04058
10-15-01 AM,2019_6_27,12-28-26 PM,21387200,0.34517,603.41,104.824,63.638,35443.9,0.222,31381.6,1.11605,273.303,0.64305,0.18452,0.06234
10-15-01 AM,2019_6_28,12-28-08 PM,21662400,0.36991,597.54,103.454,51.265,36252.7,0.227,28045.3,1.28196,256.966,0.67267,0.22989,0.06556
10-15-01 AM,2019_6_29,12-28-12 PM,14755100,0.2941,613.304,103.412,65.443,24058.4,0.15,21690.4,1.09944,137.709,0.62311,0.17148,0.05282
10-15-01 AM,2019_6_30,12-28-15 PM,20653300,0.37017,608.778,104.687,52.176,33925.9,0.212,26454.6,1.26596,184.111,0.67215,0.21215,0.06153
10-15-01 AM,2019_7_1,12-28-20 PM,19766600,0.33476,623.509,106.764,55.611,31702.2,0.198,25802.2,1.21179,128.338,0.65771,0.16667,0.04587
